	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1593	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1593	1817995	1818837	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1594	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1594	1818832	1819854	-1	C	K13522	bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]								Cytidylyltransferase-like [PF01467.29]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1595	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1595	1820008	1820772	1	C	K03773	FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]								FKBP-type peptidyl-prolyl cis-trans isomerase [PF00254.31]; Domain amino terminal to FKBP-type peptidyl-prolyl isomerase [PF01346.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1596	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1596	1820867	1821667	-1	D										Triosephosphate isomerase [PF00121.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1597	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1597	1821724	1822932	-1	C	K00927	phosphoglycerate kinase [EC:2.7.2.3]								Phosphoglycerate kinase [PF00162.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1598	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1598	1823087	1824214	1	C	K00971	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]								Nucleotidyl transferase [PF00483.26]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1599	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1599	1824239	1825282	1	C	K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37]								Uroporphyrinogen decarboxylase (URO-D) [PF01208.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1600	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1600	1825311	1827125	1	C	K08602	oligoendopeptidase F [EC:3.4.24.-]	MER1190432	M03B	MER1190432 - subfamily M3B unassigned peptidases (Silvanigrella aquatica) [M03.UPB]#M03B#{peptidase unit: 295-578}~source APJ04135~	True	0.839	494.0	2.405e-151	Peptidase family M3 [PF01432.23]; Oligopeptidase F [PF08439.13]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1601	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1601	1827243	1828106	1	C	K03783	purine-nucleoside phosphorylase [EC:2.4.2.1]								Phosphorylase superfamily [PF01048.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1602	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1602	1828132	1828680	1	C	K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]								Phosphoribosyl transferase domain [PF00156.30]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1603	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1603	1828869	1829078	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1604	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1604	1829233	1829997	1	D										Nucleotide modification associated domain 3 [PF18754.4]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1605	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1605	1830085	1832793	1	D			MER0109540	M01	MER0109540 - family M1 unassigned peptidases (Synechococcus sp. PCC 7002) [M01.UPW]#M01#{peptidase unit: 218-456}~source YP_001733701~	False	0.505	199.0	3.562e-50	Peptidase family M1 domain [PF01433.23]; Peptidase M1 N-terminal domain [PF17900.4]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1606	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1606	1832801	1833412	-1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]								Crossover junction endodeoxyribonuclease RuvC [PF02075.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1607	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1607	1833444	1833632	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1608	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1608	1833646	1834767	-1	C	K05837	rod shape determining protein RodA								Cell cycle protein [PF01098.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1609	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1609	1834775	1836784	-1	C	K05515	penicillin-binding protein 2 [EC:3.4.16.4]								Penicillin binding protein transpeptidase domain [PF00905.25]; Penicillin-binding Protein dimerisation domain [PF03717.18]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1610	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1610	1836802	1837365	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1611	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1611	1837343	1838242	-1	C	K03570	rod shape-determining protein MreC								rod shape-determining protein MreC [PF04085.17]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1612	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1612	1838413	1839957	1	C	K03770	peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]								PPIC-type PPIASE domain [PF13616.9]; SurA N-terminal domain [PF13623.9]; PPIC-type PPIASE domain [PF00639.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1613	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1613	1839993	1840982	1	C	K00858	NAD+ kinase [EC:2.7.1.23]								ATP-NAD kinase N-terminal domain [PF01513.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1614	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1614	1841026	1841517	1	C	K00331	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]								NADH ubiquinone oxidoreductase, 20 Kd subunit [PF01058.25]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1615	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1615	1841517	1842260	1	D										Response regulator receiver domain [PF00072.27]; Transcriptional regulatory protein, C terminal [PF00486.31]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1616	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1616	1842322	1843734	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1617	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1617	1843942	1844484	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1618	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1618	1844739	1844933	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1619	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1619	1844953	1845963	1	C	K01048	lysophospholipase [EC:3.1.1.5]	MER0115091	S33	MER0115091 - SCO7095-type peptidase (Shewanella pealeana) [S33.010]#S33#{peptidase unit: 15-321}~source ABV85423~	False	0.352	168.0	7.415e-44	Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1620	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1620	1846211	1847422	-1	C	K11358	aspartate aminotransferase [EC:2.6.1.1]								Aminotransferase class I and II [PF00155.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1621	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1621	1847529	1848503	-1	C	K02406	flagellin								Bacterial flagellin N-terminal helical region [PF00669.23]; Bacterial flagellin C-terminal helical region [PF00700.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1622	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1622	1848779	1850041	1	D										Protein of unknown function (DUF1343) [PF07075.14]	GH171	GH171 peptidoglycan beta-N-acetylmuramidase (EC 3.2.1.92)	3.2.1.92	GH171.hmm	0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1623	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1623	1850044	1851765	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1624	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1624	1851762	1853771	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1625	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1625	1853909	1854025	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1626	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1626	1854104	1855483	1	C	K00873	pyruvate kinase [EC:2.7.1.40]								Pyruvate kinase, barrel domain [PF00224.24]; Pyruvate kinase, alpha/beta domain [PF02887.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1627	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1627	1855489	1856532	-1	C	K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]								tRNA synthetases class I (W and Y) [PF00579.28]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1628	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1628	1856789	1857130	1	C	K04764	integration host factor subunit alpha								Bacterial DNA-binding protein [PF00216.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1629	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1629	1857145	1857480	-1	D										Bacterial DNA-binding protein [PF00216.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1630	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1630	1857700	1859400	1	D										Pyridoxal-dependent decarboxylase conserved domain [PF00282.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1631	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1631	1859533	1862034	1	C	K01338	ATP-dependent Lon protease [EC:3.4.21.53]	MER0277369	S16	MER0277369 - Lon-A peptidase () [S16.001]#S16#{peptidase unit: 525-782}~source CBX28509~	False	0.569	312.0	1.193e-86	Lon protease (S16) C-terminal proteolytic domain [PF05362.16]; ATP-dependent protease La (LON) substrate-binding domain [PF02190.19]; ATPase family associated with various cellular activities (AAA) [PF00004.32]; AAA domain (dynein-related subfamily) [PF07728.17]; Subunit ChlI of Mg-chelatase [PF13541.9]; AAA domain (Cdc48 subfamily) [PF07724.17]; ATPase family associated with various cellular activities (AAA) [PF07726.14]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1632	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1632	1862052	1863158	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; His Kinase A (phospho-acceptor) domain [PF00512.28]; GHKL domain [PF14501.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1633	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1633	1863155	1865365	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1634	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1634	1865343	1865453	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1635	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1635	1865661	1865828	-1	C	K02913	large subunit ribosomal protein L33								Ribosomal protein L33 [PF00471.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1636	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1636	1865992	1866978	1	D										Polyprenyl synthetase [PF00348.20]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1637	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1637	1867097	1868113	1	D										Outer membrane lipoprotein [PF13525.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1638	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1638	1868503	1868796	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1639	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1639	1868845	1870413	-1	C	K01255	leucyl aminopeptidase [EC:3.4.11.1]	MER0929852	M17	MER0929852 - family M17 unassigned peptidases (Devosia psychrophila) [M17.UPW]#M17#{peptidase unit: 95-443}~source A0A0F5PXG9~	False	0.446	254.0	1.165e-70	Cytosol aminopeptidase family, catalytic domain [PF00883.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1640	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1640	1870410	1871714	-1	C	K08307	membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]								Transglycosylase SLT domain [PF01464.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1641	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1641	1871783	1872538	1	C	K02050	NitT/TauT family transport system permease protein													0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1642	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1642	1872551	1873291	1	D										ABC transporter [PF00005.30]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1643	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1643	1873639	1874052	1	C	K07491	REP-associated tyrosine transposase								Transposase IS200 like [PF01797.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1644	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1644	1874052	1875218	1	C	K07496	putative transposase								Probable transposase [PF01385.22]; Putative transposase DNA-binding domain [PF07282.14]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1645	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1645	1875344	1876078	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1646	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1646	1876145	1876405	1	C	K19156	antitoxin PrlF								Antidote-toxin recognition MazE, bacterial antitoxin [PF04014.21]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1647	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1647	1876713	1880057	1	C	K09952	CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]								RuvC endonuclease subdomain 3 [PF18541.4]; HNH endonuclease [PF13395.9]; Cas9 alpha-helical lobe domain [PF18470.4]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1648	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1648	1880183	1880464	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1649	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1649	1880683	1881024	-1	C	K09951	CRISPR-associated protein Cas2								CRISPR associated protein Cas2 [PF09827.12]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1650	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1650	1881058	1881951	-1	C	K15342	CRISP-associated protein Cas1								CRISPR associated protein Cas1 [PF01867.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1651	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1651	1881957	1882325	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1652	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1652	1882518	1884995	1	C	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]								SecA DEAD-like domain [PF07517.17]; SecA Wing and Scaffold domain [PF07516.16]; SecA preprotein cross-linking domain [PF01043.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1653	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1653	1885097	1887280	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1654	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1654	1887553	1888527	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1655	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1655	1888943	1890520	-1	C	K07391	magnesium chelatase family protein	MER0284311	S16	MER0284311 - family S16 non-peptidase homologues (Acinetobacter calcoaceticus) [S16.UNW]#S16#{peptidase unit: 4-409}~source YP_004997397~	False	0.328	220.0	4.645e-59	Magnesium chelatase, subunit ChlI [PF01078.24]; Subunit ChlI of Mg-chelatase [PF13541.9]; AAA domain (dynein-related subfamily) [PF07728.17]; Sigma-54 interaction domain [PF00158.29]; MCM P-loop domain [PF00493.26]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1656	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1656	1890773	1891138	1	D										Response regulator receiver domain [PF00072.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1657	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1657	1891142	1891444	-1	D										Rhodanese-like domain [PF00581.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1658	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1658	1891562	1893235	1	C	K03688	ubiquinone biosynthesis protein								ABC1 atypical kinase-like domain [PF03109.19]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1659	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1659	1893242	1893637	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1660	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1660	1893783	1894127	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1661	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1661	1894073	1894507	1	C	K02503	histidine triad (HIT) family protein								HIT domain [PF01230.26]; Scavenger mRNA decapping enzyme C-term binding [PF11969.11]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1662	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1662	1894511	1895335	1	C	K07090	uncharacterized protein								Sulfite exporter TauE/SafE [PF01925.22]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1663	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1663	1895386	1896717	-1	C	K05357	vitamin-K-epoxide reductase (warfarin-sensitive) [EC:1.17.4.4]								Thioredoxin [PF13462.9]; Vitamin K epoxide reductase family [PF07884.17]; DSBA-like thioredoxin domain [PF01323.23]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1664	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1664	1896745	1897503	-1	C	K01619	deoxyribose-phosphate aldolase [EC:4.1.2.4]								DeoC/LacD family aldolase [PF01791.12]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1665	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1665	1897496	1899358	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1666	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1666	1899510	1899836	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1667	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1667	1899988	1900338	1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1668	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1668	1900350	1901231	-1	D										Fatty acid desaturase [PF00487.27]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1669	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1669	1901370	1902746	-1	C	K02390	flagellar hook protein FlgE								Flagellar basal body protein FlaE [PF07559.17]; Flagellar basal body rod FlgEFG protein C-terminal [PF06429.16]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1670	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1670	1902786	1904135	-1	C	K02389	flagellar basal-body rod modification protein FlgD								Flagellar hook capping protein - N-terminal region [PF03963.17]; FlgD Tudor-like domain [PF13861.9]; FlgD Ig-like domain [PF13860.9]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1671	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1671	1904181	1906349	-1	E															0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1672	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1672	1906770	1907183	1	C	K02950	small subunit ribosomal protein S12								Ribosomal protein S12/S23 [PF00164.28]; Ribosomal protein S7p/S5e [PF00177.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1673	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1673	1907344	1907817	1	C	K02992	small subunit ribosomal protein S7								Ribosomal protein S7p/S5e [PF00177.24]					0
Spirobacillus_cienkowskii_FI-SP1.fasta_assembly_contig_1_1674	Spirobacillus_cienkowskii_FI-SP1.fasta_assembly	contig_1	1674	1907926	1909074	-1	C	K03311	branched-chain amino acid:cation transporter, LIVCS family								Branched-chain amino acid transport protein [PF05525.16]					0
