locus_tag	ftype	length_bp	gene	EC_number	COG	product
BAMDCOFK_02342	CDS	924		4.3.1.9	COG0492	Glucosaminate ammonia-lyase
BAMDCOFK_02343	CDS	771				hypothetical protein
BAMDCOFK_02344	tRNA	87				tRNA-Leu(taa)
BAMDCOFK_02345	CDS	819	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BAMDCOFK_02346	CDS	1404	rsmB_2	2.1.1.176		Ribosomal RNA small subunit methyltransferase B
BAMDCOFK_02347	CDS	1506	der		COG1160	GTPase Der
BAMDCOFK_02348	CDS	1353	cca	2.7.7.72		CCA-adding enzyme
BAMDCOFK_02349	CDS	783				hypothetical protein
BAMDCOFK_02350	CDS	1605	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
BAMDCOFK_02351	CDS	1221	kamA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
BAMDCOFK_02352	CDS	1290	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
BAMDCOFK_02353	CDS	708	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
BAMDCOFK_02354	CDS	2424	bamA_3		COG4775	Outer membrane protein assembly factor BamA
BAMDCOFK_02355	CDS	564				hypothetical protein
BAMDCOFK_02356	CDS	1014	lpxD_2	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
BAMDCOFK_02357	CDS	468	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
BAMDCOFK_02358	CDS	834	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
BAMDCOFK_02359	CDS	1230	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
BAMDCOFK_02360	CDS	1731	lmrA	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
BAMDCOFK_02361	CDS	1221	lpxK	2.7.1.130		Tetraacyldisaccharide 4'-kinase
BAMDCOFK_02362	CDS	456	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
BAMDCOFK_02363	CDS	1569				hypothetical protein
BAMDCOFK_02364	CDS	615	nudL	3.6.1.-		putative Nudix hydrolase NudL
BAMDCOFK_02365	CDS	1239				hypothetical protein
BAMDCOFK_02366	CDS	1017	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
BAMDCOFK_02367	CDS	1404				hypothetical protein
BAMDCOFK_02368	CDS	954	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
BAMDCOFK_02369	CDS	3081	birA	6.3.4.15		Bifunctional ligase/repressor BirA
BAMDCOFK_02370	CDS	1152	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
BAMDCOFK_02371	CDS	174				hypothetical protein
BAMDCOFK_02372	CDS	1623	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
BAMDCOFK_02373	CDS	1599	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
BAMDCOFK_02374	CDS	1956	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
BAMDCOFK_02375	CDS	306	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
BAMDCOFK_02376	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
BAMDCOFK_02377	CDS	1110	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
BAMDCOFK_02378	CDS	381	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
BAMDCOFK_02379	CDS	1083	hutG	3.5.3.8		Formimidoylglutamase
BAMDCOFK_02380	CDS	837	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
BAMDCOFK_02381	CDS	516				hypothetical protein
BAMDCOFK_02382	CDS	408	rplS			50S ribosomal protein L19
BAMDCOFK_02383	tRNA	78				tRNA-Pro(ggg)
BAMDCOFK_02384	CDS	360	rplT		COG0292	50S ribosomal protein L20
BAMDCOFK_02385	CDS	258				hypothetical protein
BAMDCOFK_02386	tRNA	76				tRNA-Lys(ttt)
BAMDCOFK_02387	rRNA	77				5S ribosomal RNA (partial)
BAMDCOFK_02388	rRNA	2887				23S ribosomal RNA
BAMDCOFK_02389	tRNA	77				tRNA-Ile(gat)
BAMDCOFK_02390	rRNA	1531				16S ribosomal RNA
BAMDCOFK_02391	CDS	1539	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
BAMDCOFK_02392	CDS	1569	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
BAMDCOFK_02393	CDS	816	dam	2.1.1.72	COG0338	DNA adenine methylase
BAMDCOFK_02394	CDS	882				hypothetical protein
BAMDCOFK_02395	CDS	894				hypothetical protein
BAMDCOFK_02396	CDS	1029				hypothetical protein
BAMDCOFK_02397	CDS	1293	ahcY	3.3.1.1		Adenosylhomocysteinase
BAMDCOFK_02398	CDS	888				hypothetical protein
BAMDCOFK_02399	CDS	771	sfsA		COG1489	Sugar fermentation stimulation protein A
BAMDCOFK_02400	CDS	900	hslO		COG1281	33 kDa chaperonin
BAMDCOFK_02401	CDS	1008	lnpD	5.1.3.2		UDP-glucose 4-epimerase
BAMDCOFK_02402	CDS	1386				hypothetical protein
BAMDCOFK_02403	CDS	651	grpE			Protein GrpE
BAMDCOFK_02404	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
BAMDCOFK_02405	CDS	1005				hypothetical protein
BAMDCOFK_02406	CDS	1521	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
BAMDCOFK_02407	CDS	2199	iscS_2	2.8.1.7		Cysteine desulfurase IscS
BAMDCOFK_02408	CDS	1635	groL		COG0459	60 kDa chaperonin
BAMDCOFK_02409	CDS	288	groS_2		COG0234	10 kDa chaperonin
BAMDCOFK_02410	CDS	501	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
BAMDCOFK_02411	CDS	1617	scpA_2	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
BAMDCOFK_02412	CDS	759				hypothetical protein
BAMDCOFK_02413	CDS	1134	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
BAMDCOFK_02414	CDS	912	fieF		COG0053	Ferrous-iron efflux pump FieF
BAMDCOFK_02415	CDS	693	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
BAMDCOFK_02416	CDS	909				hypothetical protein
BAMDCOFK_02417	CDS	882				hypothetical protein
BAMDCOFK_02418	CDS	753	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
BAMDCOFK_02419	CDS	2808	uvrA_2			UvrABC system protein A
BAMDCOFK_02420	CDS	942	PSD2	4.1.1.65		Phosphatidylserine decarboxylase proenzyme 2
BAMDCOFK_02421	CDS	1002				hypothetical protein
BAMDCOFK_02422	CDS	468		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
BAMDCOFK_02423	CDS	984				hypothetical protein
BAMDCOFK_02424	CDS	585				hypothetical protein
BAMDCOFK_02425	CDS	1875	aspA_1	3.4.21.-		Microbial serine proteinase
BAMDCOFK_02426	CDS	714				hypothetical protein
BAMDCOFK_02427	CDS	1968	aspA_2	3.4.21.-		Microbial serine proteinase
BAMDCOFK_02428	CDS	621				hypothetical protein
BAMDCOFK_02429	CDS	267				hypothetical protein
BAMDCOFK_02430	CDS	1260				hypothetical protein
BAMDCOFK_02431	CDS	297				hypothetical protein
BAMDCOFK_02432	CDS	798				hypothetical protein
BAMDCOFK_02433	CDS	564				hypothetical protein
BAMDCOFK_02434	CDS	543				hypothetical protein
BAMDCOFK_02435	CDS	1758				hypothetical protein
BAMDCOFK_02436	CDS	1656	rnjA	3.1.-.-	COG0595	Ribonuclease J1
BAMDCOFK_02437	CDS	1035	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
BAMDCOFK_02438	CDS	1776	recN		COG0497	DNA repair protein RecN
BAMDCOFK_02439	CDS	1224	naiP			Putative niacin/nicotinamide transporter NaiP
BAMDCOFK_02440	CDS	1203	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
BAMDCOFK_02441	CDS	1050	menC	4.2.1.113		o-succinylbenzoate synthase
BAMDCOFK_02442	CDS	552	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
BAMDCOFK_02443	CDS	258	menA_2	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
BAMDCOFK_02444	CDS	825	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
BAMDCOFK_02445	CDS	1170	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
BAMDCOFK_02446	CDS	1473	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
BAMDCOFK_02447	CDS	1362	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
BAMDCOFK_02448	CDS	387	gcvH			Glycine cleavage system H protein
BAMDCOFK_02449	CDS	687	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
BAMDCOFK_02450	CDS	477	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
BAMDCOFK_02451	CDS	564	ppa	3.6.1.1		Inorganic pyrophosphatase
BAMDCOFK_02452	CDS	390				hypothetical protein
BAMDCOFK_02453	CDS	480				hypothetical protein
BAMDCOFK_02454	CDS	171				hypothetical protein
BAMDCOFK_02455	CDS	300				hypothetical protein
BAMDCOFK_02456	CDS	342				hypothetical protein
BAMDCOFK_02457	CDS	807				hypothetical protein
BAMDCOFK_02458	CDS	882	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
BAMDCOFK_02459	CDS	1179	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
BAMDCOFK_02460	CDS	1758				hypothetical protein
BAMDCOFK_02461	CDS	1059	menF_2	5.4.4.2		Isochorismate synthase MenF
BAMDCOFK_02462	CDS	969	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
BAMDCOFK_02463	CDS	729				hypothetical protein
BAMDCOFK_02464	CDS	1317				Iron-sulfur cluster carrier protein
BAMDCOFK_02465	CDS	447				hypothetical protein
BAMDCOFK_02466	CDS	669	qoxC	1.10.3.-		Quinol oxidase subunit 3
BAMDCOFK_02467	CDS	1071	qoxB	1.10.3.-		Quinol oxidase subunit 1
BAMDCOFK_02468	CDS	627	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
BAMDCOFK_02469	CDS	981	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
BAMDCOFK_02470	CDS	777				hypothetical protein
BAMDCOFK_02471	CDS	348				hypothetical protein
BAMDCOFK_02472	CDS	1215				hypothetical protein
BAMDCOFK_02473	CDS	666				hypothetical protein
BAMDCOFK_02474	CDS	540				hypothetical protein
BAMDCOFK_02475	CDS	3123				hypothetical protein
BAMDCOFK_02476	CDS	651				hypothetical protein
BAMDCOFK_02477	CDS	885	ctaB1	2.5.1.141	COG0109	Protoheme IX farnesyltransferase 1
BAMDCOFK_02478	CDS	465				hypothetical protein
BAMDCOFK_02479	CDS	660	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
BAMDCOFK_02480	CDS	402				hypothetical protein
BAMDCOFK_02481	CDS	804	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
BAMDCOFK_02482	CDS	2412	yhgF		COG2183	Protein YhgF
BAMDCOFK_02483	CDS	426	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
BAMDCOFK_02484	CDS	1545		2.7.1.8		Glucosamine kinase
BAMDCOFK_02485	CDS	237	nfuA_2			Fe/S biogenesis protein NfuA
BAMDCOFK_02486	CDS	1116	mpaA	3.4.17.-		Murein peptide amidase A
BAMDCOFK_02487	CDS	1110	tgt_2	2.4.2.29		Queuine tRNA-ribosyltransferase
BAMDCOFK_02488	CDS	504	carD		COG1329	RNA polymerase-binding transcription factor CarD
BAMDCOFK_02489	CDS	1608				hypothetical protein
BAMDCOFK_02490	CDS	849	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
BAMDCOFK_02491	CDS	1470	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
BAMDCOFK_02492	CDS	1119	dnaJ_2		COG0484	Chaperone protein DnaJ
BAMDCOFK_02493	CDS	966	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
BAMDCOFK_02494	CDS	495				Single-stranded DNA-binding protein
BAMDCOFK_02495	CDS	1092				hypothetical protein
BAMDCOFK_02496	CDS	720	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
BAMDCOFK_02497	CDS	669				hypothetical protein
BAMDCOFK_02498	CDS	411				hypothetical protein
BAMDCOFK_02499	CDS	582				IS630 family transposase ISGdi4
BAMDCOFK_02500	CDS	486	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
BAMDCOFK_02501	CDS	1008	aphB	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 2
BAMDCOFK_02502	CDS	729	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
BAMDCOFK_02503	CDS	1302	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
BAMDCOFK_02504	CDS	882	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
BAMDCOFK_02505	CDS	846	araQ		COG0395	L-arabinose transport system permease protein AraQ
BAMDCOFK_02506	CDS	1023	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
BAMDCOFK_02507	CDS	1203				hypothetical protein
BAMDCOFK_02508	CDS	1038	cmoM	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
BAMDCOFK_02509	tRNA	76				tRNA-His(gtg)
BAMDCOFK_02510	CDS	507				hypothetical protein
BAMDCOFK_02511	CDS	564				hypothetical protein
BAMDCOFK_02512	CDS	666				hypothetical protein
BAMDCOFK_02513	CDS	1506				hypothetical protein
BAMDCOFK_02514	CDS	402				hypothetical protein
BAMDCOFK_02515	CDS	744			COG1120	putative ABC transporter ATP-binding protein
BAMDCOFK_02516	CDS	948	hmuU		COG0609	Hemin transport system permease protein HmuU
BAMDCOFK_02517	CDS	828	btuF		COG0614	Vitamin B12-binding protein
BAMDCOFK_02518	CDS	1215	rpoH			RNA polymerase sigma factor RpoH
BAMDCOFK_02519	CDS	984				hypothetical protein
BAMDCOFK_02520	CDS	756				hypothetical protein
BAMDCOFK_02521	CDS	2355	uvrD_2	3.6.4.12	COG0210	DNA helicase II
BAMDCOFK_02522	CDS	672	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
BAMDCOFK_02523	CDS	1287				hypothetical protein
BAMDCOFK_02524	CDS	1005	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
BAMDCOFK_02525	CDS	1335		3.4.24.-	COG0612	putative zinc protease
BAMDCOFK_02526	CDS	969	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
BAMDCOFK_02527	CDS	768	drgA			Protein DrgA
BAMDCOFK_02528	CDS	1008	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
BAMDCOFK_02529	CDS	1194	hpd	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
BAMDCOFK_02530	CDS	1059	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
BAMDCOFK_02531	CDS	129				hypothetical protein
BAMDCOFK_02532	tRNA	90				tRNA-Ser(tga)
BAMDCOFK_02533	CDS	423				hypothetical protein
BAMDCOFK_02534	CDS	1182				hypothetical protein
BAMDCOFK_02535	CDS	900	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
BAMDCOFK_02536	tRNA	76				tRNA-Lys(ctt)
BAMDCOFK_02537	CDS	333	atpH_2			ATP synthase subunit c
BAMDCOFK_02538	CDS	858	atpB			ATP synthase subunit a
BAMDCOFK_02539	CDS	276				hypothetical protein
BAMDCOFK_02540	CDS	1494	dnaA			Chromosomal replication initiator protein DnaA
BAMDCOFK_02541	CDS	1077	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
